cv_index,test_acc,loss
0.0,0.48932382464408875,0.6933944655789269
0.0,0.49911031126976013,0.6934175723128848
0.0,0.5097864866256714,0.6927148136827681
0.0,0.5160142183303833,0.6923713617854648
0.0,0.5097864866256714,0.6918686429659525
0.0,0.5169039368629456,0.6913294593493143
0.0,0.5249110460281372,0.6911318103472391
0.0,0.5169039368629456,0.6903204934464561
0.0,0.5382562279701233,0.6886176731851366
0.0,0.5507117509841919,0.6878575483957926
0.0,0.5569394826889038,0.6872651957803302
0.0,0.5489323735237122,0.6864067912101746
0.0,0.5560498237609863,0.6852264304955801
0.0,0.5578292012214661,0.6833712276485231
0.0,0.5809608697891235,0.6810859027836058
0.0,0.5836299061775208,0.6798582159810596
0.0,0.586298942565918,0.6789326551887724
0.0,0.5934163928031921,0.6740608993503783
0.0,0.6005337834358215,0.6732761280404197
0.0,0.6138790249824524,0.671679750084877
0.0,0.6201067566871643,0.6653450677792231
0.0,0.6272242069244385,0.6622192511955897
0.0,0.6307829022407532,0.6593406134181552
0.0,0.6423487663269043,0.6606467233763801
0.0,0.6423487663269043,0.6505910985999637
0.0,0.6530249118804932,0.6454924162891176
0.0,0.6619216799736023,0.6424567285511229
0.0,0.6663700938224792,0.6302099244462119
0.0,0.6663700938224792,0.6311259981658723
0.0,0.6761565804481506,0.620747286412451
0.0,0.6948398351669312,0.6128907220231162
0.0,0.70551598072052,0.6111888355678983
0.0,0.7126334309577942,0.5979802956183752
0.0,0.7108541131019592,0.5911375184853872
0.0,0.7233095765113831,0.5838309029738108
0.0,0.7259786128997803,0.5746309037009875
0.0,0.7215302586555481,0.5726379834943347
0.0,0.7224199175834656,0.5574659382303556
0.0,0.7330960631370544,0.5548315958844291
0.0,0.7304270267486572,0.5423040017485619
0.0,0.7366548180580139,0.5380185726616118
0.0,0.7437722086906433,0.528614749511083
0.0,0.75,0.5191036578681734
0.0,0.7411031723022461,0.5161101793249449
0.0,0.7535586953163147,0.5131764776176877
0.0,0.7535586953163147,0.49831875082519317
0.0,0.7651245594024658,0.4996042706900173
0.0,0.7606761455535889,0.4862285736534331
0.0,0.7633451819419861,0.4947322888506783
0.0,0.7606761455535889,0.4845701406399409
0.0,0.7704626321792603,0.4726034435960982
0.0,0.7731316685676575,0.4687111775080363
0.0,0.7802491188049316,0.4763592821028497
0.0,0.7802491188049316,0.45886800189812976
0.0,0.7784697413444519,0.47727465132872265
0.0,0.7829181551933289,0.45852987716595334
0.0,0.7873665690422058,0.46613240738709766
0.0,0.7891458868980408,0.4516182699137264
0.0,0.7838078141212463,0.4463355466723442
0.0,0.7820284366607666,0.45285114066468346
0.0,0.791814923286438,0.4408618054456181
0.0,0.7855871915817261,0.4358393003543218
0.0,0.7927046418190002,0.44461831119325423
0.0,0.7873665690422058,0.4362875289387173
0.0,0.7944839596748352,0.4468185438050164
0.0,0.7820284366607666,0.44532375120454365
0.0,0.7882562279701233,0.4395371336075995
0.0,0.7927046418190002,0.43808610406186843
0.0,0.7962633371353149,0.4341982876261075
0.0,0.7927046418190002,0.42474138033058906
0.0,0.8024910688400269,0.433258223036925
0.0,0.7944839596748352,0.42113665491342545
0.0,0.7775800824165344,0.44374678780635196
0.0,0.7962633371353149,0.4167473821176423
0.0,0.7962633371353149,0.41552741991149056
0.0,0.8060498237609863,0.41690391219324535
0.0,0.7953736782073975,0.42503931456142
0.0,0.8087188601493835,0.41294216364622116
0.0,0.8051601648330688,0.414315399610334
0.0,0.8007117509841919,0.40791810469494927
0.0,0.8131672739982605,0.40972497645351624
0.0,0.7989323735237122,0.4171273402041859
0.0,0.8113878965377808,0.41330795569552314
0.0,0.814056932926178,0.4159114857514699
0.0,0.7953736782073975,0.4233216519157092
0.0,0.7971529960632324,0.41909188942776787
0.0,0.8087188601493835,0.412333971924252
0.0,0.8167259693145752,0.40978314396407867
0.0,0.7749110460281372,0.4236911017861631
0.0,0.8007117509841919,0.41085542490084964
0.0,0.8024910688400269,0.4014381944305367
0.0,0.8104982376098633,0.4025763173898061
0.0,0.7953736782073975,0.4146983114381631
0.0,0.8042704463005066,0.4008912505685455
0.0,0.8185053467750549,0.4003233574330807
0.0,0.809608519077301,0.3987482926911778
0.0,0.8033807873725891,0.41443386756711537
0.0,0.8176156282424927,0.42723167936007184
0.0,0.8122775554656982,0.39913161657750607
0.0,0.7731316685676575,0.4462599969572491
0.0,0.7962633371353149,0.422018188983202
0.0,0.809608519077301,0.4100449995862113
0.0,0.8078292012214661,0.40743398500813377
0.0,0.8087188601493835,0.4095440006090535
0.0,0.8158363103866577,0.40356027748849654
0.0,0.8211743831634521,0.3964375683830844
0.0,0.8069394826889038,0.40022849125994575
0.0,0.8060498237609863,0.409806492841906
0.0,0.814056932926178,0.3986818550361527
0.0,0.8104982376098633,0.4114025889171494
0.0,0.8104982376098633,0.41773269904984367
0.0,0.8060498237609863,0.4049348392420345
0.0,0.8113878965377808,0.3997209378414684
0.0,0.8167259693145752,0.40049486027823555
0.0,0.8176156282424927,0.40355198333660763
0.0,0.7971529960632324,0.402800888237026
0.0,0.7855871915817261,0.4214874969588386
0.0,0.8060498237609863,0.4028606360985173
0.0,0.8078292012214661,0.40831584690345657
0.0,0.8060498237609863,0.39650344020790523
0.0,0.8158363103866577,0.4067813331882159
0.0,0.8078292012214661,0.41043459210130906
0.0,0.8104982376098633,0.39106063751710785
0.0,0.7980427145957947,0.4121719160013729
0.0,0.7998220324516296,0.4039199704097377
0.0,0.7927046418190002,0.41180500636498135
0.0,0.791814923286438,0.410964284506109
0.0,0.7998220324516296,0.4087754471434487
0.0,0.8078292012214661,0.4081989526748657
0.0,0.8167259693145752,0.4074037977390819
0.0,0.8024910688400269,0.40307122758693165
0.0,0.7953736782073975,0.41884055319759583
0.0,0.809608519077301,0.3848864634831746
0.0,0.8078292012214661,0.40951840662293965
0.0,0.8131672739982605,0.39738234505057335
0.0,0.8051601648330688,0.4045855936904748
0.0,0.7944839596748352,0.4208262335095141
0.0,0.809608519077301,0.3978605957494842
0.0,0.8211743831634521,0.40091997136672336
0.0,0.8087188601493835,0.3896872757209672
0.0,0.8104982376098633,0.3901745130618413
0.0,0.8060498237609863,0.3982102498412132
0.0,0.8149465918540955,0.3938676557607121
0.0,0.8087188601493835,0.39721811148855424
0.0,0.8007117509841919,0.40673742360538906
0.0,0.8149465918540955,0.39573286349574727
0.0,0.8042704463005066,0.40588630280560917
0.0,0.8193950057029724,0.38741760949293774
0.0,0.8131672739982605,0.3927304326660103
0.0,0.7909252643585205,0.4101533049510585
0.0,0.8033807873725891,0.4033393979900413
0.0,0.8042704463005066,0.4095003488990996
0.0,0.809608519077301,0.3860451728105545
1.0,0.4937722384929657,0.6935078750054041
1.0,0.49822062253952026,0.6928880645169152
1.0,0.5053380727767944,0.6930074575874541
1.0,0.5080071091651917,0.6926659544308981
1.0,0.5213522911071777,0.691076440943612
1.0,0.5195729732513428,0.6907757288879819
1.0,0.5266903638839722,0.6901973403162427
1.0,0.5462633371353149,0.6890965551137924
1.0,0.5560498237609863,0.6887484474314584
1.0,0.5604982376098633,0.6878400560882356
1.0,0.5702846646308899,0.6859250201119317
1.0,0.5685053467750549,0.6846971230374442
1.0,0.5880782604217529,0.6833872182501687
1.0,0.5925266742706299,0.6815713975164626
1.0,0.6023131608963013,0.6784247656663259
1.0,0.6103202700614929,0.6761157098743651
1.0,0.6129893064498901,0.6731977230972714
1.0,0.6112099885940552,0.6710458050171534
1.0,0.6165480613708496,0.6685030294789208
1.0,0.6227757930755615,0.6659336868259642
1.0,0.6298932433128357,0.660790365603235
1.0,0.6387900114059448,0.6558630300892724
1.0,0.6387900114059448,0.6569646729363335
1.0,0.6387900114059448,0.6498696737819247
1.0,0.6441280841827393,0.6469544221957525
1.0,0.6556939482688904,0.638402036494679
1.0,0.6556939482688904,0.6346293422910902
1.0,0.6583629846572876,0.6275778032011456
1.0,0.6690391302108765,0.6167010424865617
1.0,0.6770462393760681,0.6124881621864107
1.0,0.6788256168365479,0.6081213156382242
1.0,0.6850533485412598,0.600551414820883
1.0,0.6939501762390137,0.5933862518933084
1.0,0.6957295536994934,0.5887206784552999
1.0,0.6975088715553284,0.5821769477592574
1.0,0.7090747356414795,0.5734108322196536
1.0,0.7153024673461914,0.5742537627617518
1.0,0.7126334309577942,0.5676234513521194
1.0,0.7215302586555481,0.5623243956102265
1.0,0.7188612222671509,0.549834238158332
1.0,0.7357650995254517,0.5408820534745852
1.0,0.7268683314323425,0.5434774839215808
1.0,0.7295373678207397,0.5356622586647669
1.0,0.7384341359138489,0.525029644370079
1.0,0.7402135133743286,0.5255397773451276
1.0,0.7446619272232056,0.5199055903487735
1.0,0.7384341359138489,0.5166309459341897
1.0,0.7393238544464111,0.511373852690061
1.0,0.7419928908348083,0.5174260271920098
1.0,0.7464413046836853,0.5037549783786138
1.0,0.7526690363883972,0.49775852594110703
1.0,0.7428825497627258,0.5065497176514732
1.0,0.7553380727767944,0.48475556158357197
1.0,0.7464413046836853,0.49253979987568325
1.0,0.7419928908348083,0.4887504710091485
1.0,0.7366548180580139,0.5005513860119714
1.0,0.7508896589279175,0.48194700810644364
1.0,0.754448413848877,0.4767332904868656
1.0,0.7384341359138489,0.4971996537513203
1.0,0.7553380727767944,0.4728192331062423
1.0,0.7597864866256714,0.47759755949179333
1.0,0.7526690363883972,0.47623755948411095
1.0,0.7571174502372742,0.47017527371644974
1.0,0.7588967680931091,0.4782895901136928
1.0,0.75,0.4952158961031172
1.0,0.754448413848877,0.4718603119254112
1.0,0.7615658044815063,0.4675106406211853
1.0,0.7535586953163147,0.4763193652033806
1.0,0.7686832547187805,0.4678637716505263
1.0,0.7615658044815063,0.47477147148715126
1.0,0.7517793774604797,0.4701072076956431
1.0,0.7526690363883972,0.4776463152633773
1.0,0.7651245594024658,0.4555555135011673
1.0,0.7758007049560547,0.4621051251888275
1.0,0.767793595790863,0.46669358263413113
1.0,0.7615658044815063,0.4496038522985246
1.0,0.7606761455535889,0.46902595791551804
1.0,0.754448413848877,0.46811043802234864
1.0,0.7731316685676575,0.4536868698067135
1.0,0.7642348408699036,0.4603530681795544
1.0,0.767793595790863,0.4547221288084984
1.0,0.774021327495575,0.45278530153963303
1.0,0.7749110460281372,0.44429246543182266
1.0,0.7517793774604797,0.4544364402277602
1.0,0.7802491188049316,0.44702378908793133
1.0,0.7597864866256714,0.45523950705925625
1.0,0.77224200963974,0.4516497858696514
1.0,0.7517793774604797,0.4543541893362999
1.0,0.7704626321792603,0.4550660683049096
1.0,0.7758007049560547,0.43218862058387864
1.0,0.7642348408699036,0.44447719636890626
1.0,0.7633451819419861,0.4470094351304902
1.0,0.7624555230140686,0.44614923207296264
1.0,0.7669039368629456,0.4573778965406948
1.0,0.7695729732513428,0.4554342072870996
1.0,0.7704626321792603,0.4416384771466255
1.0,0.7642348408699036,0.44116858144601184
1.0,0.7633451819419861,0.44391141997443306
1.0,0.7704626321792603,0.44943034648895264
1.0,0.7695729732513428,0.43629333211316
1.0,0.7669039368629456,0.44742876539627713
1.0,0.7749110460281372,0.4402760677039623
1.0,0.7651245594024658,0.446595273911953
1.0,0.7651245594024658,0.4379783711499638
1.0,0.7597864866256714,0.4561137838496102
1.0,0.7660142183303833,0.4475643104977078
1.0,0.7784697413444519,0.4339746708671252
1.0,0.7758007049560547,0.43566200882196426
1.0,0.7660142183303833,0.4616682699157132
1.0,0.7749110460281372,0.42860015274749863
1.0,0.7642348408699036,0.4481156948539946
